,Comment,pru,npru
205,twitter novo app,1,0
1682,cada twitter amo,1,0
684,aguardando alguns twitter fazer maior drama ficar aqui rindo,0,1
1516,twitter chat sim reclamar oi aqui todos rs,1,0
1286,preciso colocar ta ver t,0,1
1428,entrando twitter,1,0
1382,twitter parado vida,1,0
871,ajudar twitter entrar hahaha,0,1
347,twitter novo,1,0
433,claro acho casa ainda olha tweets desse sabem tudo acontece bem antes,0,1
1145,usar twitter,1,0
658,twitter travar fico raiva,1,0
590,twitter bugado existe,1,0
1128,triste fico venho twitter falar merda pessoa mesma forma,0,1
1647,agora twitter assim pessoal celular,1,0
83,tweets,0,1
1724,gosto twitter tempo instagram,1,0
1991,twitter ter,1,0
89,twitter novo ficando,1,0
222,bom dia twitter,0,1
644,conta verificada twitter vem,1,0
760,twitter hoje muitas,1,0
1050,acompanhar twitter porque,1,0
177,twitter chato caralho,1,0
823,mano criei twitter hoje saber falar,1,0
1543,preciso twitter,1,0
1234,tentando entender twitter aqui acabei,1,0
283,tweets minutos ama,0,1
966,posto toda vida twitter fazer oq,0,1
1893,twitter ficar perfeito falta editar tweet,1,0
1117,obrigado dizer twitter aqui porra,1,0
611,pessoa vem twitter falar olha,0,1
1520,tanto pro twitter antigamente entro entro assim,1,0
571,venho twitter fazer drama antes ai dar agora aqui,0,1
596,nesse twitter falar melhor demais,0,1
143,twitter novo socorro,1,0
785,twitter deixa editar tweets,1,0
2,fiz twitter novo user antigo dando erro,1,0
36,sigam tweets ver parece estar pouco,0,1
486,preciso fala importante,0,1
1864,twitter dar pessoas seguir nunca vc realmente seguir,1,0
108,twitter novo lembro usa,1,0
402,olha queria c acho viu tweets aqui bem claro,0,1
43,lendo tweets pouco merda,0,1
1231,twitter dar sobre vida outros,0,1
171,usar twitter novo,1,0
412,twitter ficar dia jogo,1,0
15,perdi followers desde seguir volta twitter deixa passar bem,0,1
416,vim twitter fazer texto dm falar coisas,1,0
1367,uso twitter porque nada,1,0
797,acordei tava,0,1
1294,sei usa twitter tanto tempo,1,0
894,posta twitter ter putaria kkkk kkk,0,1
1251,tempos tempos vir twitter falar and,0,1
1315,bom poder vir twitter falar sozinha,0,1
364,fiquei tempo todo twitter triste,1,0
791,mil coisas fazer pessoa vim twitter ver memes sobre enem,0,1
677,desde fiz melhor nesse twitter coisas deixa,0,1
331,ta ficar achar tweets lugar outros,0,1
740,twitter colabora amizade desse jeito seguir,1,0
73,twitter querido twitter,1,0
607,grande twitter deixar tweets,0,1
801,saudades mexer twitter fazer amigos outro lado,0,1
1265,melhor rede social posso sozinho madrugada fazer facebook kkkkkkk,1,0
553,venho twitter falar merda fazer merda,0,1
312,tl twitter lindo outra olho,1,0
1988,agora escrever postar agora foto agora twitter deixar,1,0
53,quase mil tweets daqui pouco rsrs,0,1
856,app twitter tava funcionando quase,1,0
378,twitter ficar assim seguindo outra seguir ngm negocio ficar,1,0
565,faz conta twitter ficar favor,0,1
1492,twitter porque hoje dia bom bons aqui nessa,1,0
154,twitter lento caralho viu,1,0
975,triste virem twitter falar mal,0,1
1216,twitter parado vida amorosa,1,0
772,excluir conta twitter,1,0
969,vir twitter falar disso meter fotos deixar pior pensar fogo,0,1
902,merda pessoas twitter fazer,0,1
503,oi desculpa incomodo pode dar aqui importante msm ingnora favor,0,1
1155,real desde duas semanas twitter,0,1
1998,consigo baixar foto nenhuma aqui twitter entrar instagram snap sentindo longe vida,1,0
631,tava twitter,1,0
1126,sabia vindo twitter saber,0,1
426,tweets outros tudo bem rs,0,1
1080,twitter parece,1,0
1405,gosto twitter porque aqui parentes,1,0
632,twitter editar tweet ainda,1,0
1456,gente fala dormir fica twitter aqui ta vendo,1,0
16,poucos tweets anos twitter poucos menos fc,0,1
323,tweets pessoa fala deve comer,0,1
1851,hora twitter ter editar,1,0
757,sobre seguir seguir,0,1
1802,alguem sabe fazer twitter fazer chega mensagem,1,0
178,twitter lindo,1,0
498,faz pro twitter ficar modo noturno acabei atualizar branco,1,0
484,bem verdade venho twitter ver tweets novos,1,0
635,pessoa consigo comigo forma falar algo sobre,0,1
153,bom dia dia todos twitter,0,1
564,acordei vim twitter ver sonho,0,1
877,twitter parado vida,1,0
1166,achando twitter chato ultimamente fico tanto igual antes,1,0
1689,twitter morto,1,0
1340,twitter porque aqui usar,1,0
1272,vejo twitter falar sobre hoje aqui sala,0,1
1284,daqui pouco pedir twitter fazer sobre tanto nessa rede social,0,1
759,twitter sabe nada vida seguir,1,0
1597,sair pena vir aqui pro twitter dar muita risada internet perdoa zuera nunca kkk,1,0
1356,sei usa twitter,1,0
851,tentar usar twitter falar pouco coisas comigo foto xd,0,1
1598,bom passar todos twitter bonner,1,0
992,ter atualizar app twitter porque bosta,1,0
220,bom dia ler parece twitter,0,1
465,sim alguem foto viu gente twitter bem foto outros kkkk,0,1
1843,twitter deixar tweets tudo ordem comigo faz,1,0
541,dar tarde coreia ai ver,0,1
1267,link grupo flores desse twitter entrar jardim,0,1
319,vc deixou twitter legal,1,0
184,hoje vez seguidores pessoas vontade sair desse twitter louco,1,0
324,quase tweets causa dessa modinha,0,1
289,tweets,0,1
890,sabia vindo twitter saber,0,1
9,tweets pessoas sao,0,1
839,twitter ter editar socorro,1,0
781,sei gente ter vem twitter dar,0,1
539,alguem sabe fazer twitter fazer chega mensagem,1,0
1154,papo galera segue gosto twitter porque aqui fica fingindo feliz,1,0
801,queria saber porque twitter,1,0
437,bem disse ontem tweets galera sabia bbb iria causa,0,1
1135,quero posta foto twitter posso,1,0
210,twitter louco melhor lugar,1,0
65,finalmente twitter querido,1,0
863,twitter carregando momento faz comigo,1,0
786,insta wpp,0,1
259,rindo tweets sobre,0,1
1132,twitter tweet existe perfil,1,0
1026,gosto twitter porque parente facebook sabem usar,1,0
341,twitter bom dms,1,0
875,twitter hoje parado,1,0
1506,queria aqui twitter faz,1,0
372,pro ainda reclamando twitter bom dia,1,0
889,twitter vcs criar editar,1,0
869,twitter ver,0,1
213,pessoal bom dia todos twitter,0,1
478,deus,0,1
1325,amo twitter tudo,1,0
862,pode excluir facebook wpp dar insta twitter apagar fotos,0,1
96,twitter louco ai,1,0
186,bom dia twitter entender,0,1
249,bom responder ask queria saber ask ask twitter,0,1
1059,lugar chamar amar melhor outro,0,1
129,twitter chato caralho liga tchau,1,0
100,followers novos,0,1
1635,desse ruim usar twitter pessoas,1,0
1985,coisa chata twitter ficar,1,0
1226,acho tomar outro nunca vim aqui twitter falar,0,1
200,twitter parar dar bom dia postar foto quer,0,1
647,falei amo twitter falar besteira ler besteira rir,0,1
770,ir tirar olhar,0,1
370,desisto desse twitter maldito,1,0
1788,twitter ficar travando toda hora,1,0
97,followers and bem podia ser assim,0,1
1820,twitter deixar editar tweets anos caracteres twittar menos,1,0
994,atualizei face ta falta twitter porque ta,1,0
881,twitter ta deixando fiz,1,0
737,odeio twitter porque nunca sei eh mim,1,0
231,twitter chato demais melhores volto,1,0
377,porra desse twitter pau cu toda hora seguir geral querer twitter nunca,1,0
699,mano boa fez twitter ficar causa,0,1
493,oi desculpa incomodo pode dar aqui importante msm ingnora favor,0,1
432,twitter pau cu travando,1,0
1361,twitter aqui consigo conta vindo,1,0
1378,sei twitter,1,0
1591,twitter modo noturno,1,0
1143,melhor rede social twitter porque fala sozinho todo mundo,1,0
172,twitter novo antigo raiva viu,1,0
1876,faz twitter ficar,1,0
814,porra twitter atualiza nessa merda,1,0
948,twitter dar outras redes sociais,1,0
16,twitter novo agora sim site ficar,1,0
7,quanto tweets seguidores nova,0,1
1,ganhar linda,0,1
1165,bem outros fazem virem,0,1
367,twitter chato,1,0
1406,feliz twitter mal entrei pessoas seguindo,1,0
972,twitter kkk bosta,0,1
1102,galera vir twitter falar fica todas redes sociais coisas,0,1
192,bom dia aqui conhecer agora,0,1
306,sei dia tweets saber,0,1
1188,respeito veio twitter falar mal camila veio lugar errado,0,1
1848,esperando hora twitter ficar preto azul tbm,1,0
536,vezes gosto psicologicamente vez venho,0,1
1935,hoje modo noturno twitter aparecer pro celular,1,0
434,li bem novos tweets,0,1
1624,colocar twitter sei fiz antes,1,0
857,favor ir coisas antes vir twitter falar ganhar outros,0,1
542,consigo compartilhar porra spotify aqui twitter pau cu,1,0
1459,adoro twitter aqui tudo fica,1,0
1668,amo twitter aqui gente mostra kkkkk,1,0
1903,ainda acho puta curtir twitter ter virado,1,0
552,twitter modo noturno,1,0
362,twitter chato,1,0
549,twitter hoje dia fico,1,0
710,vez anos comer meme sim pa,0,1
81,sdds twitter lindo hahahaha,1,0
1730,twitter parado whats foda,1,0
1116,twitter dar todo,0,1
355,twitter lento jesus,1,0
64,poucos usar twitter pouco tweets,0,1
554,segue manda oi sei falam comigo vezes twitter mostra coisas sei,1,0
693,quer dizer twitter deixa gente dms dm gente,1,0
475,twitter ta,0,1
649,twitter onde posso colocar nunca outras redes sociais,1,0
698,fico triste feliz vem twitter falar,0,1
753,pior anos reclamando falo,0,1
420,achei twitter dar,1,0
1229,atualizei twitter,1,0
1089,cansada twitter ficar travando,1,0
429,maioria tweets haha bem assim,0,1
960,conseguir compartilhar tweets dm assim venho twitter fazer,1,0
1164,twitter vez cheio,1,0
371,nois mal celular entrando twitter bom dia,1,0
942,tudo vi estado whatsapp sentido terra vim twitter saber verdade,0,1
296,tweets seguidores,0,1
1575,uso twitter tumblr,1,0
1484,finalmente apareceu modo noturno twitter aqui mim amei,1,0
1858,perdoa fato twitter ter foto perfil vem ser feliz comigo,1,0
258,twitter novo merda,1,0
769,nunca fiquei tanto twitter hoje,1,0
42,agora pouco tava tweets agora hein vida,0,1
2018,medo twitter ficar nova daqui dias tbm,1,0
114,twitter novo tudo,1,0
1816,finalmente pessoas fazer amizade,1,0
1594,entro twitter whats entro whats twitter faz,1,0
957,pro dar jeito gente fazer block todas contas aparecem hein hein,1,0
679,vi logo twitter editar,1,0
56,twitter louco,1,0
1189,linda fazer tw,0,1
435,faz pro twitter ficar escuro,1,0
1057,twitter morto hoje nunca ficou,1,0
155,mano twitter louco ta aparecendo nada aqui,1,0
1017,aviso vir aqui twitter ver postou algo porque,0,1
1016,ficar twitter porque face ta,1,0
60,aguento twitter lento assim parar usar,1,0
58,falo pouco gente tweets,0,1
782,twitter carrega,1,0
35,gente twitter novo eh gostei,1,0
1009,vem twitter falar comigo,0,1
1650,realmente sabe usar twitter aqui,1,0
1060,crl amo twitter aqui posso,1,0
358,twitter chato fala monte merda importa aqui,1,0
1123,agora gente fica twitter porque facebook,1,0
1276,bem daquelas ver alguma coisa twitter ficar querer vamo,0,1
524,fez twitter ficar dessa cor,1,0
1200,cu fazendo twitter ficar igual facebook porra,1,0
643,sonho qualquer pessoa ter tweet famoso,0,1
265,twitter novo saco,1,0
1585,cada vez existe editar aqui twitter,1,0
1664,consigo usar twitter noturno,1,0
1968,usar meme postar twitter fazer fazer,1,0
1518,oi gente amei twitter tumblr,1,0
278,tweets,0,1
608,ano vim twitter ver vi,0,1
371,quer sentir bem tweets pessoas segue ai vida kkkk,0,1
336,ngm mandar indireta twitter triste,1,0
1156,twitter,1,0
887,queria conseguir trocar foto capa twitter deixando,1,0
494,vezes vontade deu excluir unfollow geral fazer varias coisa,1,0
580,modo noturno twitter alguem,1,0
1065,tanta vergonha daquelas mal vontade excluir twitter entrar nunca sair,0,1
366,chato falar gente tweets sai bem tempo,0,1
521,sigo sigo todos menos sei nome gente achar twitter agr,0,1
1189,faz pro twitter ficar escuro,1,0
720,quero ver todo mundo vindo twitter falar mal,0,1
212,twitter novo hoje twitter perdoa tweet,1,0
522,twitter lugar onde pessoas amor menos conhecer,0,1
1064,gosto entrar twitter porque toda vez reclamando coisas falam,1,0
75,twitter lindo,1,0
826,pode twitter falar tanta bosta,0,1
1312,gente amo amo twitter ainda,1,0
1031,amo twitter porque sigo seguidor bom parece,1,0
895,fazer twitter entrar,0,1
247,twitter bom pqp,1,0
1595,ainda gente gosta twitter assim gente melhor lugar gente viver,1,0
1108,ajudar twitter entrar hahaha,0,1
1500,pior todo mundo jogo twitter casa,1,0
1919,quero logo twitter ficar cheio dnv,1,0
186,twitter novo quase,1,0
1319,ter,0,1
2015,ai saudades twitter falar coisas quer saber quer falar,1,0
37,sigam tweets ver parece estar pouco,0,1
294,ajudar amiga entrar gente manda muitos tweets dai chance,0,1
1622,achei twitter faz,1,0
520,entrando bem menos twitter vida,0,1
1075,gosto twitter porque aqui fica fingindo feliz rs,1,0
312,iphone tweets hoje dia,0,1
1781,pior coisa podia agora twitter deixar ter limite letras tweets facebook cheio d,1,0
1655,amo usar twitter,1,0
32,bosta twitter novo,1,0
1104,pior coisa pessoa terminar vir twitter falar mal,0,1
1124,sabe fico dias dias dias dar twitter porque dessa,1,0
392,medo tweets bem uu,0,1
445,acho ir aqui twitter ver,1,0
464,vzs twitter dar bug legal,1,0
1296,kkkkkk chama nada fazer twitter falar merda,0,1
160,bom dia pessoal volta twitter,0,1
1681,twitter parado,1,0
1809,passou hora twitter deixar colocar ter editar tweet,1,0
1946,nada ver twitter ficar mostrando bgl gente legal,1,0
269,dia dias pena tweets,0,1
243,ai twitter chato,1,0
1704,twitter parado,1,0
401,gente amo cada faz twitter ficar assim,1,0
13,bem novos followers,0,1
1984,fala igual,1,0
450,povo facebook vindo pro twitter fazer merda,1,0
1227,obrigado falar twitter aqui porra,1,0
603,pessoal algum vem aqui twitter ver,0,1
579,regras fazer oque quiser parar d vida alheia,0,1
471,falo merda d vida aqui pro twitter ficar bugando tweet,1,0
1216,tudo seguidores follow antes twitter fazer,0,1
1019,coisa estar twitter querer ir outra fechar twitter,0,1
870,dar aqui mana uso celular mexer twitter falar,0,1
1674,twitter,1,0
1029,pai disse dar iphone fazer igual colega twitter ficar indignada min,0,1
1787,entendi modo pro twitter ficar,1,0
1833,twitter editar tweet,1,0
611,amigos problemas entrar twitter assim aparece saudades todos,1,0
1407,gosto twitter porque rede social fazer,1,0
1298,mina coreia outro grupo vem pessoas twitter falar todo fandom cara,0,1
560,virem twitter falar errado ver,0,1
1190,dessa classe enquanto classe acorda meio dia pega,0,1
103,follow consegue followers consegue bem,0,1
992,vejo corro twitter ver meme,0,1
396,ta bem vi tweets fiquei super mal ti,0,1
554,gente aqui twitter ver tds seguidores sabem melhor amiga pronto,0,1
1222,seguidores twitter mudar bastante,0,1
1218,sei la ta acontecendo parece quanto olho twitter bad fico estranho,1,0
1776,facebook dar fodase twitter dar volta logo amor deus,1,0
1498,falta twitter coisa,1,0
1143,chorar twitter falar perder amor ter magoa,0,1
78,sempre fazer sai excluindo tudo excluindo tweets porque cheguei,0,1
1729,twitter parado conta,1,0
540,falta twitter fazer forma apagar tweet todo,1,0
110,twitter louco mostra dm nada,1,0
1631,faz tempo twitter antigamente bons,1,0
510,sair desse twitter ver povo falando deixando,1,0
1613,anos vendo twitter aqui,1,0
1995,ai puta passando vem twitter falar mim,1,0
659,tava agora tipo vendo sabe dai falei v,0,1
26,pouco lendo tweets novela,0,1
73,rindo sobre tweets,0,1
908,vim twitter ver faz,0,1
1719,estranho ter twitter modo noturno,1,0
1607,vir todos dias twitter dar bons dias tipo,1,0
609,veio twitter falar mal camila veio lugar errado,0,1
78,cara tava deus onde querer saber desse twitter maldito,1,0
362,todos tweets gente bem melhor fica,0,1
298,hahaha tweets haha,0,1
1996,todos dias twitter dar silenciar pessoas,1,0
311,tipo pessoa tweets menos seguidores rs,0,1
313,twitter novo kk,1,0
445,vezes penso tweets bem medo realmente,0,1
1307,antigo twitter porque lembro senha assim ah,1,0
911,twitter deixa mandar assim,1,0
697,twitter bloquear,1,0
466,saudades quer,1,0
1019,twitter ficar maravilhoso jogo flamengo amo,1,0
363,twitter,1,0
1842,sim gosto disso twitter poder pessoas facebook kkkkkk,1,0
1107,dar aqui mana uso celular mexer twitter falar,0,1
1344,amo twitter porque tudo quero dizer tudo penso,1,0
1360,twitter chato caralho,1,0
821,agora twitter ver,0,1
50,pouco saco ler tweets,0,1
1005,sim fico ver chegou algo c,0,1
1269,final eibar,0,1
1524,mano esqueci senha twitter,1,0
1034,amo twitter porque posso ser medo pessoas maravilhoso,1,0
83,criei twitter novo ter rede sociais gente vida,1,0
79,amando twitter novo,1,0
662,obrigado usar app twitter porque funcionando direito,1,0
1439,twitter chato,1,0
1247,whatsapp podia parar twitter ficar,0,1
919,menos twitter kkkk,1,0
1440,amo twitter aqui pessoas posto aqui facebook,1,0
687,boa aqui twitter fazer sobre site pegar t,0,1
532,fc followers aqui pessoas unfollow follow,0,1
354,ir estudar tweets fazer vida,0,1
234,bom dia estudar twitter menina haha,0,1
808,twitter,1,0
1510,ta acabei tava tudo errado twitter ruim,1,0
656,twitter ta deixando postar tweet tag foto,1,0
1921,tava saudade twitter tempo entro kk,1,0
1442,quero saber alguma coisa venho pro twitter aqui tudo todos,1,0
1147,tbm pior venho twitter falar monte coisa triste,0,1
858,tava lindo postar pro twitter assim,1,0
1803,passou hora twitter ter editar tweet,1,0
843,perceber twitter falar tudo passa vida antes,0,1
709,fechar vi militante,0,1
415,gosto seguir tweets bem,0,1
844,odeio errar twitter onde escrever alguma coisa,1,0
833,twitter bem,1,0
1614,twitter modo noturno,1,0
213,ainda bem relacionamento gente,1,0
917,parece acha fazer,0,1
131,twitter lindo tweet,1,0
439,coisa ta faltando pro twitter ficar colocar editar tweets kk,1,0
1054,acho aparecer porque twitter achar mau,0,1
1609,facebook twitter assim,1,0
853,twitter assim,1,0
448,faltava twitter ficar merda,1,0
957,medo dia gente verdade achar aqui twitter ver ler tudo falo,0,1
670,hoje bom dia vir twitter ver,0,1
1036,tomar cu vem twitter saber vida outros,0,1
691,outra coisa twitter po,0,1
1727,amo twitter aqui vivo,1,0
103,amo povo twitter ano,1,0
523,ano twitter carregar,1,0
1102,tchau twitter porque aqui spoiler pll,1,0
1821,pena outro twitter ter bloqueado,1,0
1415,queria largar twitter,1,0
165,twitter novo outra coisa,1,0
840,twitter falar tudo oq consigo dizer,0,1
907,twitter ta funcionando,1,0
783,mexer twitter ver ver ver tentar agr jogar vida resumida,0,1
1860,bom vir twitter falar amo,1,0
472,twitter super continuo,0,1
1741,faz twitter ficar tbm,1,0
395,lembro ano passado sozinha pro twitter fazer amizade,1,0
625,acho twitter gosta fotos boa,1,0
695,acho ir ver mexer twitter porque tou,1,0
947,menos twitter pergunta acontecendo importa,1,0
761,twitter sair app pode ser problema novo pode,1,0
292,tweets pessoas sao,0,1
1383,twitter chato jesus,1,0
209,sai twitter ver bom dia,0,1
856,quero muitos terra twitter falar outra rede social,0,1
1401,sdds twitter porque aqui preciso lindo,1,0
645,twitter pessoa deu fds,1,0
1081,faz coisa melhor vem twitter falar,0,1
538,entender facebook twitter ter mil youtube,0,1
1258,boa noite segunda chance poder dessa pessoa,0,1
1882,pena twitter ter apenas,1,0
771,twitter sempre dia,1,0
986,gosta poder colocar fogo fogo vi,0,1
51,sdds twitter legal madrugada,1,0
599,twitter dps anos entrar twitter twitter dps anos,0,1
1375,gosto twitter porque aqui fica fingindo feliz,1,0
1121,twitter porque gosto ver,1,0
1027,vim twitter ver of,0,1
1035,modo noturno deixa twitter tao lindo,1,0
267,tweets,0,1
126,bem twitter,0,1
839,sigo desde discurso sobre twitter ter muitos daqui tempo site etc,0,1
111,twitter novo merda,1,0
183,ter fazer twitter novo merda quero seguidores volta,1,0
613,twitter fazer texto k bosta melhor amiga msm assim sei melhor,1,0
513,esqueci twitter fazer,0,1
1706,twitter parado,1,0
1557,night mode twitter usam,1,0
1215,amor mto obrigada twitter ter,0,1
1711,adoro usar twitter bloco,1,0
1178,nunca entendi twitter agr,1,0
110,dias followers bem dias ter olha,0,1
397,escola vim direto pro twitter ver dia,1,0
1291,amo twitter porque posso falar vontade,1,0
1630,voltar twitter melhor,1,0
859,vem twitter falar merda,0,1
570,assistir parar entrar twitter ficar,0,1
1743,medo twitter ficar pior orkut,1,0
117,bom twitter aqui boa noite pessoas,0,1
67,tweets assim chato quase toda,0,1
428,tweets fica bem,0,1
474,obrigada seguir twitter,0,1
571,twitter gif agora,1,0
1331,vem twitter fazer vergonha,0,1
926,dizer fazer faz twitter falar,0,1
552,amo pessoal twitter ter quase,0,1
290,meninas sala tweets lindas,0,1
1534,sdds usar twitter antes sdds,1,0
995,virem twitter dar piada,0,1
1874,eh causa twitter ficar travando ai,1,0
356,sei twitter novo dando medo,1,0
608,sair desse twitter aguento,1,0
239,entro twitter feliz ter vejo twitter aq,1,0
1228,postou video todo twitter ver,0,1
1178,tudo vi estado whatsapp sentido terra vim twitter saber verdade,0,1
148,bom dia todos twitter,0,1
1814,dia jogo twitter ficar,1,0
374,twitter ficar,1,0
1136,aguardando lado twitter fazer sobre tomar,0,1
1937,aqui mandar link porque twitter ruim deixa escrever tanto,1,0
1321,twitter,1,0
1125,voltei twitter porque rede aqui instagram tbm,1,0
1527,nunca fiquei triste lendo twitter fiquei lendo,1,0
453,amigos uso twitter reclamar vida internet conta,0,1
685,ai venho twitter falar tudo nada msm tempo,0,1
729,twitter,1,0
439,tweets bem,0,1
1391,gosto twitter porque comigo sempre pergunta acontecendo,1,0
968,vim aqui twitter ver,0,1
1408,ficar twitter porque hoje,1,0
1025,obrigado abrir twitter ver tag dizendo melhor anime,0,1
245,bom dia twitter,0,1
382,lindo usar twitter face todo,1,0
618,comer twitter celular comer celular fazer twitter ficar casa twitter,0,1
1502,quero foto twitter faz,1,0
923,queria parar twitter entrar ver tempo gosto sentir,0,1
1320,twitter abandonado tudo,1,0
1061,tanto twitter falar disso agr bb,0,1
1233,odeio erro aqui twitter porque editar,1,0
217,bom passar noite lado gente ama,0,1
551,caralho foto twitter,0,1
681,atualizar twitter,1,0
1283,falar twitter parece legal,0,1
1274,tempo entrar twitter agora entro,1,0
345,tweets tudo ia ser chato chato,0,1
123,conseguindo mudar foto perfil twitter triste,1,0
660,acabei pro twitter porque coisa hora parar,1,0
1796,twitter ter bloqueado finalmente aqui dizer,1,0
284,mil tweets fico twitter,0,1
1960,fazia tempo twitter ver rede social,1,0
907,chorar twitter falar perder amor ter magoa,0,1
230,oi twitter querido saudades,1,0
901,amo twitter agora,1,0
663,tipo twitter dar toda,0,1
765,dormir enquanto twitter esperando,1,0
700,povo menos video ver realmente disse twitter falar besteira,0,1
718,mano deve ser saco fazendo show entrar twitter ter cara,0,1
409,lendo tweets ver bem,0,1
950,respeito veio twitter falar mal veio lugar errado,0,1
1745,vida apagar tweets toda hora,1,0
787,ia postar gif twitter,1,0
130,bom dia,0,1
933,rapaz anos fazer nada twitter ver,0,1
1194,obrigada meninas twitter ter,0,1
421,cansada twitter ficar travando,1,0
733,favor twitter ficar,0,1
1873,gente desse modo noturno faz twitter mudar cor algo,1,0
1044,nova modinha twitter falar merda trancar conta aguenta,0,1
119,bem,0,1
798,twitter ta porque sei ta,1,0
1870,faz pro twitter ficar,1,0
2007,twitter ficar,1,0
626,deveria twitter porque fico entro aqui,1,0
495,fazer sentir sozinha vir pro twitter fazer falar sozinha,1,0
732,falando oque twitter ver pode kkkk,0,1
1616,usando twitter porque sim,1,0
1782,twitter ficar audio,1,0
187,bom dia twitter bom dia,0,1
1890,podia twitter ter tweet sei acho bonito tudo,1,0
790,fico twitter antes,1,0
882,bom,0,1
395,claro tweets frases bem,0,1
1117,olhar twitter existir,0,1
257,pensar duas vezes antes meter tweets bem ok ok,0,1
680,acho perdi aq twitter fazer oq,0,1
417,acho indiretas twitter pena porque faz twitter ficar,1,0
742,amo twitter hoje,1,0
108,bemvindos followers,0,1
1214,twitter aqui fica,1,0
492,queria fazer twitter ficar chato cheio aqui posso falar,1,0
1909,la vem twitter dar erro logo agora,1,0
1169,modo noturno deixa twitter lindo kk,1,0
1342,sempre acho falando sozinha twitter porque nunca acho lendo monte lixo aqui,1,0
824,twitter deu realmente problemas,1,0
749,acho mandar adoro vir aqui nesse twitter fazer,0,1
649,ta entrar twitter sair twitter entrar instagram sair instagram entrar snap sair snap assim,0,1
1481,nunca vi twitter movimentado pena saber,1,0
1158,vamo tentar fazer bastante twitter fazer avril please come back,0,1
1149,nome jesus twitter ter pode ter,0,1
951,vindo aqui casa foto vim twitter falar gente david t,0,1
1024,odeio poder mandar twitter porque pessoas,1,0
442,bem terminar tweets claro ia ter,0,1
592,cenas facebook aparecem twitter cenas twitter aparecem facebook,1,0
822,normal gente nunca entrar twitter deixar fazer,0,1
1181,entrar twitter sair twitter entrar instagram sair instagram entrar twitter sair twitter,0,1
1000,deixar coisa bem fala sobre ser morto cai gosto,0,1
489,sumido twitter volta jesus,0,1
1797,pro twitter ter mandar saco ficar nesse,1,0
1090,pessoa ta conversando comigo vem twitter falar queria conversar todos dias bla bla bla,0,1
127,twitter ruim net,1,0
817,coisa faz vim twitter falar,0,1
418,bem tweets chegar hora ir dormir,0,1
403,twitter carregar,1,0
150,twitter novo porque anos ta,1,0
1212,sim mana vejo monte coisas maioria verdade corro twitter ver f,0,1
375,bem queria ficar aqui noite toda escrever tweets sentir,0,1
1437,medo twitter ficar pior orkut,1,0
1629,todos instagram aparecer twitter foto link,1,0
697,nada vida ser twitter comer dormir twitter comer fazer dormir t,0,1
423,tweets bem unfollow coisas tipo,0,1
62,estranho anos fazer twitter novo,1,0
317,mandei tweets kkk,0,1
237,antes dizer bom dia etc twitter etc aqui,0,1
525,cara menos fico twitter,0,1
381,parece tempo fiquei of bem tweets hein,0,1
95,twitter chato conhece lado bom vida,1,0
959,twitter pergunta acontecendo vontade falar,1,0
172,bom ganhar seguidores twitter,0,1
613,dizer todos aqui twitter ver,0,1
1576,app twitter sempre lixo,1,0
625,nada fazer vida venho twitter falar sozinha faz,0,1
134,dias mal entrando twitter acho meio,0,1
236,ter twitter novo sempre ser mim nunca tal coisa,1,0
222,twitter chato caralho,1,0
1118,pedir twitter dar twitter oficial,0,1
374,segui cara bem entendo tweets todos,0,1
1810,twitter ver modo editar assim,1,0
120,twitter chato fazer facebook,1,0
1685,fazer sentir sozinha vir pro twitter fazer falar sozinha,1,0
361,ter fc tipo tweets bem ainda ser social,0,1
193,risada twitter legal adoro,1,0
264,claro ir perfil fb ask tweets acha assim,0,1
181,twitter novo bosta sim,1,0
389,queria mode pro twitter ficar avatar,1,0
968,acontecendo twitter pergunta migo sei,1,0
1140,fico sabem merda twitter fazer pa,0,1
1545,usar twitter facebook,1,0
669,twitter quero seguir nenhuma pessoas vc,1,0
1206,twitter saber,0,1
1365,aplicativo twitter lento,1,0
1394,twitter aqui todo ruim entra mandar,1,0
331,fazer twitter novo bosta,1,0
614,saudades twitter,1,0
1286,amo twitter pessoas,1,0
266,oi twitter novo outro sei,1,0
1932,dizer merda falar tudo,1,0
180,bom twitter deixa tweets outro,0,1
574,galera twitter seguir amiga chegar seguidores,0,1
1807,ter twitter dar editar tweet porque excluir escrever tudo novo,1,0
225,ter fazer twitter novo ficar pior,1,0
105,twitter lento imagens consigo enviar,1,0
394,tudo bem vi tweets sobre,0,1
1508,twitter algo jogo twitter vida nesse,1,0
1277,link grupo flores desse twitter entrar jardim,0,1
630,amo twitter porque parente face sabe usar,1,0
49,gente ta aqui anos mil tweets aqui ano pouco mil,0,1
870,twitter porque vida merda,1,0
271,kkk tweets mina nada dizer sinto fala,0,1
79,excluindo tweets porque cheguei,0,1
1186,twitter parado,1,0
470,vendo twitter agora toda fiquei feliz venham kkkk obrigado,0,1
1891,sobre capa twitter ter coisa,1,0
1755,vezes vontade deu excluir unfollow geral fazer varias coisa,1,0
1926,twitter erro servidor servidor assim,1,0
707,twitter modo noturno celular,1,0
688,galera sabe twitter fazer facebook nada,0,1
1183,vim twitter ver sentido d terra obrigado,0,1
330,viu tweets desculpa,0,1
201,gente volta aqui twitter bom dia todos,0,1
1688,tentando mexer twitter aqui,1,0
284,mim kkkkk twitter louco,1,0
